Age,Workclass,fnlgwt,Education,EdNum,MaritalStatus,Occupation,Relationship,Race,Sex,CapitalGain,CapitalLoss,HoursPerWeek,Country,Income
37,Self-emp-inc,98360,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
32,Self-emp-inc,196385,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
27,Private,247102,10th,6,Divorced,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
30,Private,94235,11th,7,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
53,Private,283079,1st-4th,2,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,United-States,<=50K
65,Private,146159,7th-8th,4,Widowed,Priv-house-serv,Not-in-family,Black,Female,0,1668,31,United-States,<=50K
62,Private,343982,10th,6,Widowed,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,<=50K
28,Self-emp-not-inc,146949,10th,6,Never-married,Sales,Own-child,White,Male,0,0,80,United-States,<=50K
28,Private,107812,9th,5,Never-married,Transport-moving,Not-in-family,White,Male,6849,0,35,United-States,<=50K
48,Private,300851,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,56,United-States,<=50K
44,Private,112847,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K
74,Private,282553,7th-8th,4,Widowed,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
44,Private,244172,5th-6th,3,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,Mexico,<=50K
17,Private,242605,10th,6,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,15,United-States,<=50K
60,Private,170278,5th-6th,3,Widowed,Sales,Not-in-family,White,Female,0,0,40,Italy,<=50K
72,Self-emp-not-inc,173864,7th-8th,4,Married-civ-spouse,Other-service,Husband,White,Male,2290,0,45,United-States,<=50K
18,Private,222851,11th,7,Never-married,Sales,Own-child,White,Female,0,0,10,United-States,<=50K
22,Private,384787,9th,5,Never-married,Sales,Other-relative,White,Female,0,0,40,Mexico,<=50K
37,Private,490871,11th,7,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,25,United-States,<=50K
23,Private,430151,11th,7,Never-married,Craft-repair,Unmarried,White,Male,0,0,30,United-States,<=50K
53,Private,120914,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
28,Private,257405,5th-6th,3,Never-married,Farming-fishing,Unmarried,Black,Male,0,0,40,Mexico,<=50K
61,Private,32209,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,2051,40,United-States,<=50K
26,Private,86483,10th,6,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
17,Private,138507,10th,6,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,12,United-States,<=50K
42,Private,233366,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,Other,Male,3103,0,40,Mexico,>50K
61,Private,266646,5th-6th,3,Married-civ-spouse,Transport-moving,Husband,Black,Male,2290,0,40,United-States,<=50K
28,Private,110145,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
48,Private,176239,9th,5,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
45,Private,123219,5th-6th,3,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
18,Private,165950,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,21,United-States,<=50K
17,Private,408012,12th,8,Never-married,Sales,Own-child,White,Female,0,0,15,United-States,<=50K
36,Private,409189,11th,7,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
48,Private,193451,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
26,Private,160264,11th,7,Never-married,Other-service,Not-in-family,Black,Female,0,0,40,United-States,<=50K
61,Private,154536,10th,6,Widowed,Craft-repair,Unmarried,Black,Female,0,2001,40,United-States,<=50K
67,State-gov,54269,10th,6,Widowed,Other-service,Not-in-family,White,Female,0,0,12,United-States,<=50K
18,Private,244571,11th,7,Never-married,Adm-clerical,Own-child,White,Female,0,0,10,United-States,<=50K
64,Private,182044,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
17,Private,162205,10th,6,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,15,United-States,<=50K
72,Private,109385,1st-4th,2,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,36,United-States,<=50K
34,Private,113751,11th,7,Divorced,Sales,Own-child,Black,Female,0,0,37,United-States,<=50K
72,Private,128793,5th-6th,3,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,36,United-States,<=50K
53,Private,153064,5th-6th,3,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,10,Yugoslavia,>50K
57,Private,190488,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
46,Local-gov,216647,10th,6,Divorced,Protective-serv,Unmarried,White,Female,0,0,20,United-States,<=50K
45,Self-emp-not-inc,305474,10th,6,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,Haiti,<=50K
73,Local-gov,222702,10th,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,5,United-States,<=50K
42,Private,234633,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,47,United-States,<=50K
24,Private,403107,Preschool,1,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,Mexico,<=50K
59,Self-emp-not-inc,275236,11th,7,Married-civ-spouse,Sales,Husband,White,Male,0,0,70,United-States,>50K
35,Private,189703,9th,5,Married-civ-spouse,Other-service,Husband,White,Male,0,0,32,United-States,<=50K
38,Private,91716,11th,7,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
18,Private,183274,11th,7,Never-married,Other-service,Own-child,White,Female,594,0,30,United-States,<=50K
18,Private,103339,10th,6,Never-married,Sales,Own-child,White,Female,0,1719,16,United-States,<=50K
17,Private,36801,10th,6,Never-married,Other-service,Own-child,White,Female,0,0,18,United-States,<=50K
18,Private,115725,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,12,United-States,<=50K
27,Private,122913,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
49,Self-emp-not-inc,285570,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50K
44,Self-emp-inc,277788,11th,7,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,Portugal,>50K
53,Self-emp-not-inc,257940,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
41,Private,22419,9th,5,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,0,0,84,United-States,<=50K
31,Self-emp-not-inc,145714,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,<=50K
30,Private,49358,12th,8,Never-married,Sales,Own-child,Black,Female,0,0,40,United-States,<=50K
33,Self-emp-not-inc,114639,11th,7,Never-married,Farming-fishing,Unmarried,White,Male,0,0,40,United-States,<=50K
32,Private,108256,12th,8,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,>50K
26,Federal-gov,271243,12th,8,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,40,Haiti,<=50K
58,Private,185459,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
17,Private,91141,10th,6,Never-married,Sales,Own-child,White,Male,0,0,8,United-States,<=50K
78,Self-emp-not-inc,152148,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,20,United-States,<=50K
77,Private,148949,10th,6,Married-civ-spouse,Other-service,Husband,Black,Male,3818,0,30,United-States,<=50K
62,Self-emp-not-inc,147393,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,>50K
45,Private,117849,11th,7,Married-civ-spouse,Transport-moving,Other-relative,White,Male,0,0,40,United-States,<=50K
23,Private,247090,9th,5,Married-civ-spouse,Craft-repair,Husband,Other,Male,0,0,55,United-States,<=50K
50,Private,154153,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,<=50K
31,Private,268282,7th-8th,4,Married-civ-spouse,Farming-fishing,Other-relative,White,Male,0,0,35,Mexico,<=50K
24,Private,356861,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,<=50K
51,Private,166461,11th,7,Divorced,Machine-op-inspct,Unmarried,Black,Female,5455,0,40,United-States,<=50K
27,Private,178713,11th,7,Never-married,Sales,Not-in-family,White,Male,0,0,35,United-States,<=50K
41,Private,121012,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
19,Private,218956,12th,8,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,40,United-States,<=50K
41,Self-emp-not-inc,171003,7th-8th,4,Never-married,Other-service,Unmarried,White,Female,0,0,30,United-States,<=50K
31,Private,104729,1st-4th,2,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,35,Mexico,<=50K
28,Private,147889,10th,6,Married-AF-spouse,Other-service,Wife,White,Female,0,0,40,United-States,<=50K
24,Private,163053,11th,7,Never-married,Sales,Not-in-family,White,Female,0,0,36,United-States,<=50K
18,Private,114828,12th,8,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,4,United-States,<=50K
27,Private,144063,10th,6,Never-married,Craft-repair,Unmarried,White,Male,0,0,75,United-States,<=50K
37,Private,218249,11th,7,Separated,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
41,Private,386236,5th-6th,3,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,30,Mexico,<=50K
47,Private,67229,11th,7,Divorced,Transport-moving,Not-in-family,Black,Female,0,0,40,United-States,<=50K
17,Private,175109,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,25,United-States,<=50K
37,Private,176949,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
70,Private,227515,10th,6,Widowed,Transport-moving,Unmarried,White,Female,0,0,40,Greece,<=50K
23,Private,83315,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,10,United-States,<=50K
29,Private,255476,5th-6th,3,Never-married,Other-service,Other-relative,White,Male,0,0,35,Mexico,<=50K
24,Private,160398,12th,8,Never-married,Farming-fishing,Own-child,White,Male,0,0,30,United-States,<=50K
45,Private,130561,11th,7,Never-married,Sales,Not-in-family,Black,Female,0,0,35,United-States,<=50K
59,Self-emp-not-inc,175827,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
48,Private,159577,10th,6,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
18,Private,155503,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K
33,Federal-gov,49358,10th,6,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
54,Private,264143,9th,5,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,24,United-States,<=50K
45,Private,30690,7th-8th,4,Never-married,Other-service,Not-in-family,White,Male,0,0,10,United-States,<=50K
25,Private,72887,11th,7,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,>50K
42,Private,255847,7th-8th,4,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,Mexico,<=50K
29,Private,177955,9th,5,Never-married,Priv-house-serv,Unmarried,White,Female,0,0,24,El-Salvador,<=50K
27,Self-emp-not-inc,328119,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,30,Mexico,<=50K
34,Private,425622,5th-6th,3,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Mexico,<=50K
80,Private,216073,5th-6th,3,Married-civ-spouse,Other-service,Husband,White,Male,0,0,32,United-States,<=50K
27,Private,267912,5th-6th,3,Married-civ-spouse,Other-service,Husband,White,Male,0,0,52,Mexico,<=50K
55,Private,272723,7th-8th,4,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United-States,<=50K
58,Private,84231,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,>50K
19,Private,210364,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K
31,Private,100333,11th,7,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,36,United-States,<=50K
34,Local-gov,362775,10th,6,Married-civ-spouse,Other-service,Wife,Amer-Indian-Eskimo,Female,0,0,30,United-States,<=50K
52,Private,84788,10th,6,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
54,Private,127704,7th-8th,4,Separated,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
45,Private,347993,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,44,Mexico,<=50K
70,Private,113401,10th,6,Widowed,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
77,Private,133728,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
17,Private,286422,10th,6,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,25,United-States,<=50K
17,Private,74706,11th,7,Never-married,Priv-house-serv,Own-child,White,Male,0,0,20,United-States,<=50K
33,Private,171889,12th,8,Never-married,Sales,Own-child,White,Female,0,0,35,United-States,<=50K
44,Private,141131,12th,8,Divorced,Machine-op-inspct,Unmarried,Asian-Pac-Islander,Female,0,0,40,South,<=50K
17,Private,266497,9th,5,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,40,Mexico,<=50K
61,Private,53707,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
33,Private,232356,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,>50K
33,Private,252708,12th,8,Never-married,Sales,Other-relative,White,Female,0,0,40,Mexico,<=50K
33,Private,186824,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
17,Private,355850,11th,7,Never-married,Transport-moving,Own-child,White,Male,0,1602,15,United-States,<=50K
41,Private,281725,5th-6th,3,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,Mexico,<=50K
18,Private,260977,12th,8,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,<=50K
66,Private,204283,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,<=50K
35,Private,181099,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
24,Private,493732,1st-4th,2,Never-married,Farming-fishing,Own-child,White,Female,0,0,40,Mexico,<=50K
26,Private,241852,12th,8,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
23,Private,273049,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,20,United-States,<=50K
39,Private,269548,1st-4th,2,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,70,Mexico,<=50K
74,Without-pay,216001,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,20,United-States,<=50K
45,Private,54314,9th,5,Never-married,Other-service,Not-in-family,White,Male,0,0,20,United-States,<=50K
50,Private,77521,11th,7,Never-married,Priv-house-serv,Unmarried,White,Female,0,0,40,United-States,<=50K
21,Private,33016,10th,6,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,25,United-States,<=50K
34,Private,362787,10th,6,Married-spouse-absent,Other-service,Unmarried,Black,Female,0,0,30,United-States,<=50K
17,Private,247580,12th,8,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,18,United-States,<=50K
22,Private,272591,10th,6,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,30,United-States,<=50K
19,Private,225156,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
35,Local-gov,170682,11th,7,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,0,32,United-States,<=50K
49,Private,198126,7th-8th,4,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,<=50K
18,Private,161245,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,8,United-States,<=50K
27,Private,303601,12th,8,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
69,Private,137109,10th,6,Divorced,Other-service,Not-in-family,White,Female,0,0,16,United-States,<=50K
17,Private,116267,12th,8,Never-married,Craft-repair,Own-child,White,Male,0,0,15,Columbia,<=50K
17,Local-gov,292285,11th,7,Never-married,Prof-specialty,Own-child,White,Female,0,0,25,United-States,<=50K
19,Private,382688,10th,6,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,20,United-States,<=50K
31,Private,48189,9th,5,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,65,United-States,<=50K
17,Private,34465,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,32,United-States,<=50K
17,Private,150471,10th,6,Never-married,Other-service,Own-child,White,Female,0,0,25,United-States,<=50K
60,Private,178312,11th,7,Married-civ-spouse,Sales,Husband,White,Male,0,1902,70,United-States,>50K
68,Self-emp-not-inc,128986,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,30,United-States,<=50K
35,Private,408318,7th-8th,4,Married-spouse-absent,Other-service,Not-in-family,White,Male,0,0,25,Mexico,<=50K
61,Private,206339,10th,6,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
25,Self-emp-not-inc,136309,11th,7,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
60,Local-gov,227311,10th,6,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
54,Private,199392,5th-6th,3,Divorced,Machine-op-inspct,Other-relative,White,Female,0,0,40,Nicaragua,<=50K
18,Private,141332,11th,7,Never-married,Sales,Own-child,Black,Male,0,0,8,United-States,<=50K
33,Private,181091,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,16,United-States,<=50K
26,Self-emp-not-inc,201579,5th-6th,3,Never-married,Prof-specialty,Unmarried,White,Male,0,0,14,Mexico,<=50K
39,Private,165743,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
65,Local-gov,172646,9th,5,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
52,Private,145409,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,United-States,<=50K
63,Self-emp-not-inc,33487,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,70,United-States,>50K
29,Private,210945,11th,7,Separated,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
56,Private,159472,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
56,Private,116878,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Portugal,>50K
47,Private,47270,12th,8,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
38,Private,61343,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
40,Private,32533,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,30,United-States,<=50K
49,Private,160706,11th,7,Separated,Machine-op-inspct,Not-in-family,White,Male,0,0,40,Puerto-Rico,<=50K
45,Private,203785,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
55,Private,117477,11th,7,Married-spouse-absent,Other-service,Unmarried,Black,Female,0,0,40,Jamaica,<=50K
38,Private,93287,11th,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
34,Private,424988,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Mexico,<=50K
17,Self-emp-not-inc,226203,12th,8,Never-married,Sales,Own-child,White,Male,0,0,45,United-States,<=50K
30,Private,180765,11th,7,Divorced,Other-service,Unmarried,White,Female,0,0,32,United-States,<=50K
39,Private,48063,12th,8,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,32,United-States,<=50K
52,Private,260954,10th,6,Widowed,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,<=50K
27,Private,113882,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,4508,0,40,United-States,<=50K
28,Private,265074,11th,7,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
64,Self-emp-not-inc,234192,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,80,United-States,<=50K
81,Private,176500,12th,8,Widowed,Sales,Not-in-family,White,Female,0,0,30,United-States,<=50K
19,Private,194608,9th,5,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,40,United-States,<=50K
24,Private,127537,9th,5,Married-spouse-absent,Sales,Not-in-family,White,Female,0,0,35,United-States,<=50K
24,Private,326931,9th,5,Never-married,Transport-moving,Unmarried,Other,Male,0,0,40,El-Salvador,<=50K
30,Private,328734,10th,6,Never-married,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K
37,Private,358753,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,5013,0,40,United-States,<=50K
51,Private,256051,11th,7,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,1628,40,United-States,<=50K
62,Private,235997,12th,8,Widowed,Adm-clerical,Unmarried,White,Female,0,0,37,Mexico,<=50K
30,Private,323833,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,<=50K
61,Private,132529,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
17,Private,194717,11th,7,Never-married,Prof-specialty,Own-child,White,Female,0,0,15,United-States,<=50K
61,Private,90051,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,3456,0,44,Canada,<=50K
24,Private,161415,11th,7,Never-married,Other-service,Other-relative,White,Male,0,0,35,United-States,<=50K
18,Self-emp-not-inc,304699,10th,6,Never-married,Craft-repair,Own-child,White,Male,0,0,40,England,<=50K
17,Private,98209,11th,7,Never-married,Sales,Own-child,White,Female,0,0,10,United-States,<=50K
33,Private,161035,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,49,United-States,<=50K
77,Local-gov,100883,7th-8th,4,Married-civ-spouse,Other-service,Husband,White,Male,0,0,8,Canada,<=50K
18,Private,245199,10th,6,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K
24,Private,232328,9th,5,Divorced,Other-service,Own-child,White,Female,0,0,35,United-States,<=50K
47,Local-gov,33114,11th,7,Divorced,Handlers-cleaners,Unmarried,Amer-Indian-Eskimo,Male,0,0,50,United-States,<=50K
18,Private,85508,12th,8,Never-married,Sales,Own-child,White,Female,0,0,12,United-States,<=50K
65,Private,115922,11th,7,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,24,United-States,<=50K
42,Private,262243,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,>50K
46,Self-emp-not-inc,334456,9th,5,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
58,Private,195878,5th-6th,3,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,Mexico,<=50K
34,Private,217652,12th,8,Divorced,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,<=50K
26,Private,228457,11th,7,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
62,Private,101375,10th,6,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
18,Self-emp-inc,378036,12th,8,Never-married,Farming-fishing,Own-child,White,Male,0,0,10,United-States,<=50K
19,Private,332928,11th,7,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
49,Self-emp-not-inc,155659,5th-6th,3,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,>50K
46,Federal-gov,35136,11th,7,Never-married,Other-service,Other-relative,Black,Male,0,0,40,United-States,<=50K
17,Private,171461,10th,6,Never-married,Sales,Own-child,White,Female,0,0,14,United-States,<=50K
50,Private,345450,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,<=50K
18,Private,102690,11th,7,Never-married,Machine-op-inspct,Own-child,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
34,Self-emp-not-inc,59469,11th,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,72,United-States,<=50K
23,Private,864960,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
30,Private,398019,1st-4th,2,Separated,Priv-house-serv,Other-relative,White,Female,0,0,30,Mexico,<=50K
25,Private,139863,1st-4th,2,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,Mexico,<=50K
50,Private,188882,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
62,Private,77884,1st-4th,2,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K
33,Private,120420,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
29,Self-emp-not-inc,100368,9th,5,Widowed,Other-service,Unmarried,White,Female,0,0,27,United-States,<=50K
47,Private,189680,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Italy,>50K
45,Private,163174,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,4386,0,40,United-States,>50K
67,Local-gov,312052,7th-8th,4,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,40,United-States,<=50K
47,Private,202395,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
22,Private,170583,11th,7,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
20,Private,164529,11th,7,Never-married,Farming-fishing,Own-child,Black,Male,0,0,40,United-States,<=50K
63,Self-emp-not-inc,141962,10th,6,Divorced,Craft-repair,Not-in-family,White,Male,0,0,20,United-States,<=50K
34,Private,87131,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Guatemala,<=50K
55,Federal-gov,36314,7th-8th,4,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,72,United-States,<=50K
17,Private,154078,12th,8,Never-married,Other-service,Own-child,White,Female,0,0,16,United-States,<=50K
67,Self-emp-inc,325373,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,<=50K
23,Private,251073,10th,6,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
60,Federal-gov,49921,9th,5,Divorced,Other-service,Not-in-family,Black,Female,0,0,40,United-States,<=50K
29,Private,221428,12th,8,Married-civ-spouse,Sales,Own-child,Other,Male,0,0,35,United-States,<=50K
35,Private,152307,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
17,Private,153021,12th,8,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,<=50K
23,Private,129345,10th,6,Never-married,Other-service,Not-in-family,White,Male,0,0,50,United-States,<=50K
36,Private,300373,10th,6,Divorced,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,<=50K
44,Private,96170,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,20,United-States,<=50K
